C1	C2	C3	C4	C5	C6	C7	C10	C11	C12	C13	C14	C15	C16	C17	C18	C19	C20	C21	C22	AD1	AD2	AD3	AD4	AD5	AD7	AD8	AD9	AD11	AD12	AD13	AD14	AD15	AD16	AD17	AD18	AD19	AD20	AD21	AD22	AD23	AD24	AD25	AD26	AD27	AD28	AD29	AD30	AD31	AD34	AD35	AD36	AD37	AD39	AD40	AD41	AD42	AD43	AD44	AD45	AD46	AD47	AD48
miR-1716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-1717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-1718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-1719	0	0	0	0	0	0	1	4	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	2	1	0	0	0	2	3	0	1	1	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	2	0	0	0	0	0	0
miR-1720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-1721	5	4	3	5	10	3	1	1	2	1	2	2	10	2	3	2	1	7	6	4	1	4	1	1	7	3	5	15	2	4	2	2	6	14	5	2	3	5	7	6	11	8	0	4	1	1	15	0	0	4	0	0	0	6	0	5	3	1	4	5	4	5	1
miR-1722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
miR-1723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-1724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
miR-1725	5	7	6	1	0	2	1	4	2	2	2	1	3	1	0	1	0	3	0	0	0	1	0	1	1	0	0	20	1	0	0	0	1	7	0	20	5	3	0	1	21	1	0	9	0	3	2	0	0	1	1	0	0	4	0	3	1	0	0	0	3	4	1
miR-1726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-1727	11	10	13	16	5	17	6	7	5	11	31	13	32	17	7	14	13	29	32	8	22	14	24	6	23	11	8	28	18	5	27	23	11	111	13	28	10	27	8	12	141	37	5	7	2	22	35	1	23	21	4	2	1	34	0	33	26	20	22	13	21	29	17
miR-1728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
miR-1729	2	3	1	1	1	3	1	1	1	0	1	2	4	3	5	1	5	3	6	0	2	2	2	2	0	23	2	6	7	0	3	0	5	11	2	2	1	1	6	4	10	5	1	7	3	0	9	0	1	3	2	5	1	2	2	3	3	1	0	2	2	1	0
miR-1730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-1731	13	13	16	9	7	106	11	38	6	11	59	26	133	88	25	42	33	23	34	16	19	7	9	6	17	8	19	104	21	3	25	12	9	115	9	349	144	56	7	5	108	33	3	24	2	27	25	0	11	14	2	5	1	46	0	41	17	6	14	9	33	13	11
miR-1732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-1733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-1734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-1735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-1736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-1737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-1738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-1739	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
miR-1740	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-1741	1	0	0	0	2	1	1	0	0	1	1	1	0	0	0	0	1	1	2	0	1	0	0	0	4	0	0	1	1	0	1	1	2	10	1	1	4	2	0	1	6	1	1	4	0	0	3	0	0	1	0	0	0	3	0	3	0	0	1	2	0	3	0
miR-1742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-1743	981	620	415	162	299	617	120	349	262	154	701	234	1207	334	704	284	331	423	402	160	185	315	198	61	453	162	219	7631	341	36	182	202	551	3308	115	4649	2891	2039	232	45	4679	560	92	1070	25	713	1380	1	603	112	88	34	62	1226	13	526	653	166	289	221	1639	499	441
miR-1744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-1745	7140	4483	4138	3624	1816	5231	2584	9697	5161	3074	6041	2410	15257	4064	2646	3322	4346	5339	5683	9749	2653	4257	1937	686	3500	724	2275	31178	4836	562	2234	1986	2212	15513	1690	39636	14754	10154	1356	1756	35125	7813	432	10646	499	12295	7426	140	5610	2638	742	586	411	12350	316	7908	11138	1861	3572	3292	8361	12992	4189
miR-1746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-1747	17	9	2	4	3	6	0	17	3	3	4	3	8	2	6	1	17	7	10	2	5	4	6	3	11	12	17	55	19	2	11	5	15	23	4	43	40	14	8	10	48	8	4	15	4	9	16	0	5	4	2	2	3	22	3	7	8	6	3	3	11	9	3
miR-1748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
miR-1749	31	13	13	4	0	14	7	17	3	7	22	4	15	8	4	7	10	28	19	3	4	1	7	1	5	1	4	21	7	0	3	5	3	18	5	58	21	5	3	0	110	9	1	14	0	9	10	0	15	2	1	1	0	10	0	2	10	4	7	3	8	27	4
miR-1750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-1751	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
miR-1752	1	1	2	0	0	0	0	7	2	0	1	0	2	1	0	0	0	3	0	3	1	0	0	0	1	0	0	7	0	0	0	0	0	2	0	4	0	2	0	0	7	0	0	3	0	2	1	0	0	1	0	0	0	2	0	2	2	0	0	0	0	2	0
miR-1753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-1754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-1755	728	289	698	150	128	196	37	1702	540	374	127	51	411	129	48	108	529	615	874	742	398	219	237	224	694	275	428	1526	586	91	275	431	298	1940	188	1738	1011	1380	222	172	3009	663	145	1089	75	694	596	4	488	272	93	103	78	1044	25	387	990	380	282	153	908	1156	189
miR-1756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-1757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
miR-1758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-1759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-1760	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	1	2	1	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-1761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-1762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-1763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-1764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-1765	306	204	349	305	150	115	84	496	379	328	156	95	480	130	155	159	282	299	338	373	243	198	202	134	485	215	424	1155	447	105	611	287	292	1003	255	936	600	564	416	142	1729	467	89	662	103	383	839	15	528	440	60	93	79	559	54	269	449	524	307	285	313	502	119
miR-1766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-1767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-1768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-1769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-1770	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-1771	10	5	7	4	2	9	3	6	6	2	4	2	3	7	4	3	14	7	12	5	3	1	7	3	9	4	16	34	7	0	7	5	20	61	3	21	14	19	8	14	45	14	0	4	7	18	5	2	3	12	2	1	4	31	0	11	5	3	6	5	38	10	9
miR-1772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-1773	1	3	3	2	0	5	2	1	1	0	6	3	6	8	1	3	10	4	2	2	5	6	5	3	6	6	12	4	4	8	15	5	6	19	8	8	3	4	11	10	28	5	2	0	6	2	16	0	10	3	4	5	4	12	2	9	4	8	3	8	10	7	1
miR-1774	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	2	0	0	0	3	1	0	0	1	0	0	3	0	1	0	0	2	0	3	0	0	2	0	0	2	0	0	0	0	1	1	1	0	2	0	0	0	0	1	0	0
miR-1775	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	2	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1
miR-1776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-1777	13	8	7	9	5	5	1	5	5	1	2	0	9	1	0	2	5	3	3	7	0	5	3	1	11	3	3	87	6	1	4	2	4	56	0	61	21	31	4	0	84	4	1	5	1	7	20	0	4	1	1	2	0	11	0	13	12	2	5	3	13	12	1
miR-1778	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-1779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
miR-1780	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-1781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-1782	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0
miR-1783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
miR-1784	0	0	1	1	0	2	0	0	1	0	1	2	4	0	1	2	2	0	2	1	0	0	2	1	4	0	1	5	1	0	3	3	4	8	1	2	4	4	1	5	6	1	1	1	0	0	2	0	3	1	0	0	0	1	0	0	2	4	0	1	4	0	1
miR-1785	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-1786	504	433	514	92	30	1115	164	2027	277	131	866	114	1475	873	86	569	423	622	776	582	53	123	68	14	105	21	35	1889	95	15	46	28	34	790	34	2118	846	688	28	21	3379	267	8	2097	3	995	151	11	464	39	19	8	8	222	2	385	1243	45	69	69	404	781	178
miR-1787	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	2	0	0	6	0	0	0	0	0	1	0	3	1	3	5	0	0	0	0	4	0	2	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1
miR-1788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-1789	50	19	30	14	13	135	15	31	35	30	63	48	97	55	50	56	242	230	307	30	57	43	51	67	208	86	135	212	111	22	129	56	153	487	51	285	274	231	119	68	706	256	120	71	34	94	130	0	62	33	55	49	47	357	3	106	66	52	77	30	281	72	68
miR-1790	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-1791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-1792	304	329	166	117	84	197	37	543	154	72	214	45	569	129	82	173	408	181	402	251	89	40	32	33	212	22	44	641	164	26	64	45	77	624	35	1087	433	588	37	15	1436	248	49	340	3	573	142	0	166	34	91	52	10	539	3	136	614	30	98	89	532	713	108
miR-1793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-1794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-1795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-1796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-1797	1	1	0	1	1	1	5	4	0	0	1	2	3	3	9	4	0	1	4	1	0	1	0	2	2	0	1	23	0	0	0	0	2	5	1	13	8	1	1	2	9	0	0	9	0	1	7	0	0	0	3	0	0	6	0	0	1	0	1	1	2	0	2
miR-1798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
miR-1799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-1800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-1801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
miR-1802	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
miR-1803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-1804	5	3	3	2	5	4	0	5	0	5	6	3	0	3	5	3	11	22	10	4	3	5	16	0	16	0	9	15	16	8	8	1	27	0	23	5	1	0	23	9	54	11	4	0	1	0	12	0	0	12	4	2	0	0	1	33	1	0	6	0	15	0	11
miR-1805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
miR-1806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-1807	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	5	1	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	1	2	0	0	5	1	0	1	0	0	0	0	1	0	0	0	1	2	0	0	0	0	0	0	0	0	0
miR-1808	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	0	1	2	0	0	0	0	0	1	0	0	0	0	2	1	0	0	0	0
miR-1809	297	174	183	153	123	214	100	242	155	210	211	87	310	119	115	182	376	257	314	202	263	116	180	119	326	89	401	519	284	78	448	288	228	1573	261	480	276	396	179	113	1578	421	151	153	53	398	309	9	315	280	134	110	58	808	40	411	278	216	202	324	374	536	208
miR-1810	27454	34207	29178	19666	18184	5810	7509	42718	27339	16728	5393	2611	35374	4186	8194	5560	14897	14639	15916	37014	7152	19869	7018	5270	39438	6823	11643	141583	15526	3947	10064	10509	10551	58002	9362	94378	69108	31563	8856	7889	147251	28192	5954	196296	2870	33802	63998	510	38654	8701	5613	4378	3514	33637	972	17285	71547	4432	12872	13035	16548	64738	12987
miR-1811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-1812	0	0	0	0	0	0	0	0	1	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	0	1	1	1	0	4	0	4	1	1	0	0	8	2	1	0	0	1	5	0	2	0	0	0	0	0	0	0	3	1	0	0	1	1	0
miR-1813	141	99	47	208	170	336	136	115	115	135	239	101	343	292	297	158	360	291	435	114	386	177	193	228	190	471	481	161	365	285	769	276	323	442	505	83	86	140	511	490	1220	215	117	267	299	169	450	23	296	411	169	223	385	293	81	452	161	343	142	330	195	248	88
miR-1814	2	3	2	0	2	2	1	1	1	1	6	0	4	0	7	2	1	1	2	1	2	0	1	2	5	0	0	3	1	0	3	2	2	13	4	2	2	7	2	0	25	6	1	0	0	1	11	0	0	0	0	0	0	3	0	4	2	2	0	2	3	1	2
miR-1815	0	0	1	0	0	3	0	0	0	1	1	0	3	1	1	2	1	1	1	0	0	1	0	3	3	1	1	0	3	0	0	0	1	4	0	3	3	5	1	0	5	1	0	2	0	0	1	0	0	2	0	1	1	4	0	2	0	1	4	0	5	0	2
miR-1816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-1817	3	6	1	3	5	1	3	2	1	0	0	1	3	3	4	2	2	2	6	1	3	4	1	5	7	13	6	16	4	1	5	1	1	8	4	6	2	2	4	5	14	5	2	5	2	2	6	0	1	3	3	1	1	9	0	5	1	6	3	3	5	3	0
